bam_ID;line_ID;flowcell_ID;library_ID;bam_path;bai_path
C1-2-2_tail;C;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/C1-2-2_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/C1-2-2_tail.realigned.recalBam.calmd.bai
A1-3-5_BM;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-3-5_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-3-5_BM.realigned.recalBam.calmd.bai
D1-1-1_BM;D;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/D1-1-1_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/D1-1-1_BM.realigned.recalBam.calmd.bai
C1-2-2_BM;C;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/C1-2-2_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/C1-2-2_BM.realigned.recalBam.calmd.bai
A1-3-2_BM;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-3-2_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-3-2_BM.realigned.recalBam.calmd.bai
A2-2-2_BM;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A2-2-2_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A2-2-2_BM.realigned.recalBam.calmd.bai
E1-2-2_BM;E;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/E1-2-2_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/E1-2-2_BM.realigned.recalBam.calmd.bai
B1-2-1_BM;B;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-2-1_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-2-1_BM.realigned.recalBam.calmd.bai
E1-2-2_tail;E;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/E1-2-2_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/E1-2-2_tail.realigned.recalBam.calmd.bai
D1-2-1_BM;D;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/D1-2-1_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/D1-2-1_BM.realigned.recalBam.calmd.bai
C1-2-1_tail;C;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/C1-2-1_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/C1-2-1_tail.realigned.recalBam.calmd.bai
C2-2-2_tail;C;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/C2-2-2_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/C2-2-2_tail.realigned.recalBam.calmd.bai
B1-3-2_tail;B;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-3-2_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-3-2_tail.realigned.recalBam.calmd.bai
B1-3-5_tail;B;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-3-5_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-3-5_tail.realigned.recalBam.calmd.bai
A1-4-5_tail;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-4-5_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-4-5_tail.realigned.recalBam.calmd.bai
A1-2-2_BM;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-2-2_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-2-2_BM.realigned.recalBam.calmd.bai
D2-1-1_tail;D;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/D2-1-1_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/D2-1-1_tail.realigned.recalBam.calmd.bai
A1-4-1_tail;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-4-1_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-4-1_tail.realigned.recalBam.calmd.bai
D1-1-1_tail;D;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/D1-1-1_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/D1-1-1_tail.realigned.recalBam.calmd.bai
D1-2-3_tail;D;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/D1-2-3_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/D1-2-3_tail.realigned.recalBam.calmd.bai
B1-3-5_BM;B;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-3-5_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-3-5_BM.realigned.recalBam.calmd.bai
A1-4-3_tail;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-4-3_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-4-3_tail.realigned.recalBam.calmd.bai
E1-2-1_tail;E;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/E1-2-1_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/E1-2-1_tail.realigned.recalBam.calmd.bai
B1-1-1_tail;B;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-1-1_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-1-1_tail.realigned.recalBam.calmd.bai
A1-3-6_tail;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-3-6_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-3-6_tail.realigned.recalBam.calmd.bai
B1-3-4_BM;B;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-3-4_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-3-4_BM.realigned.recalBam.calmd.bai
B1-4-5_tail;B;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-4-5_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-4-5_tail.realigned.recalBam.calmd.bai
C1-2-1_BM;C;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/C1-2-1_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/C1-2-1_BM.realigned.recalBam.calmd.bai
A2-2-1_tail;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A2-2-1_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A2-2-1_tail.realigned.recalBam.calmd.bai
C1-1-1_BM;C;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/C1-1-1_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/C1-1-1_BM.realigned.recalBam.calmd.bai
B1-4-1_BM;B;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-4-1_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-4-1_BM.realigned.recalBam.calmd.bai
B1-3-1_BM;B;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-3-1_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-3-1_BM.realigned.recalBam.calmd.bai
C2-1-1_tail;C;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/C2-1-1_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/C2-1-1_tail.realigned.recalBam.calmd.bai
A1-3-6_BM;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-3-6_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-3-6_BM.realigned.recalBam.calmd.bai
A2-1-1_BM;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A2-1-1_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A2-1-1_BM.realigned.recalBam.calmd.bai
C2-2-1_BM;C;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/C2-2-1_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/C2-2-1_BM.realigned.recalBam.calmd.bai
C2-2-1_tail;C;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/C2-2-1_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/C2-2-1_tail.realigned.recalBam.calmd.bai
A1-4-5_BM;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-4-5_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-4-5_BM.realigned.recalBam.calmd.bai
A1-3-1_BM;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-3-1_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-3-1_BM.realigned.recalBam.calmd.bai
A1-1-1_tail;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-1-1_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-1-1_tail.realigned.recalBam.calmd.bai
D1-2-2_BM;D;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/D1-2-2_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/D1-2-2_BM.realigned.recalBam.calmd.bai
B1-4-13_BM;B;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-4-13_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-4-13_BM.realigned.recalBam.calmd.bai
B1-4-10_tail;B;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-4-10_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-4-10_tail.realigned.recalBam.calmd.bai
A1-3-1_tail;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-3-1_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-3-1_tail.realigned.recalBam.calmd.bai
B1-2-1_tail;B;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-2-1_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-2-1_tail.realigned.recalBam.calmd.bai
A1-2-1_tail;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-2-1_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-2-1_tail.realigned.recalBam.calmd.bai
D1-2-3_BM;D;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/D1-2-3_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/D1-2-3_BM.realigned.recalBam.calmd.bai
A1-2-1_BM;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-2-1_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-2-1_BM.realigned.recalBam.calmd.bai
B1-4-13_tail;B;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-4-13_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-4-13_tail.realigned.recalBam.calmd.bai
B1-3-1_tail;B;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-3-1_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-3-1_tail.realigned.recalBam.calmd.bai
C2-1-1_BM;C;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/C2-1-1_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/C2-1-1_BM.realigned.recalBam.calmd.bai
A1-1-1_BM;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-1-1_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-1-1_BM.realigned.recalBam.calmd.bai
A2-2-1_BM;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A2-2-1_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A2-2-1_BM.realigned.recalBam.calmd.bai
A1-4-7_BM;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-4-7_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-4-7_BM.realigned.recalBam.calmd.bai
B1-2-3_tail;B;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-2-3_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-2-3_tail.realigned.recalBam.calmd.bai
A1-4-7_tail;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-4-7_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-4-7_tail.realigned.recalBam.calmd.bai
A1-3-5_tail;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-3-5_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-3-5_tail.realigned.recalBam.calmd.bai
B1-2-2_BM;B;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-2-2_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-2-2_BM.realigned.recalBam.calmd.bai
A2-2-2_tail;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A2-2-2_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A2-2-2_tail.realigned.recalBam.calmd.bai
B1-2-3_BM;B;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-2-3_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-2-3_BM.realigned.recalBam.calmd.bai
E1-1-1_BM;E;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/E1-1-1_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/E1-1-1_BM.realigned.recalBam.calmd.bai
A1-4-3_BM;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-4-3_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-4-3_BM.realigned.recalBam.calmd.bai
B1-4-9_BM;B;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-4-9_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-4-9_BM.realigned.recalBam.calmd.bai
B1-2-2_tail;B;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-2-2_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-2-2_tail.realigned.recalBam.calmd.bai
D2-1-1_BM;D;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/D2-1-1_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/D2-1-1_BM.realigned.recalBam.calmd.bai
A2-1-1_tail;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A2-1-1_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A2-1-1_tail.realigned.recalBam.calmd.bai
E1-2-1_BM;E;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/E1-2-1_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/E1-2-1_BM.realigned.recalBam.calmd.bai
B1-4-10_BM;B;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-4-10_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-4-10_BM.realigned.recalBam.calmd.bai
A1-3-2_tail;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-3-2_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-3-2_tail.realigned.recalBam.calmd.bai
B1-3-4_tail;B;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-3-4_tail.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-3-4_tail.realigned.recalBam.calmd.bai
A1-2-3_BM;A;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-2-3_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/A1-2-3_BM.realigned.recalBam.calmd.bai
B1-1-1_BM;B;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-1-1_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-1-1_BM.realigned.recalBam.calmd.bai
B1-3-2_BM;B;NA;1;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-3-2_BM.realigned.recalBam.calmd.bam;/limcr-ngs/Franz/2021-07-29_ENA_mouse_mutations_analysis/07_processed_bam/B1-3-2_BM.realigned.recalBam.calmd.bai
